id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb,model,clock_rate,seq_length,saved_at
15_10_tips,0.0,0.0,1.5115582399999998,0.7609814206265676,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_20_tips,2.0,0.0588235294117647,3.302630100000001,0.99683756675236,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_10_tips,0.0,0.0,0.74739948,0.3798672743588297,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_200_tips,100.0,0.2538071065989847,2.034507119220001,0.2562073781111305,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_50_tips,14.0,0.1489361702127659,1.7858847420999997,0.410969918482968,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_10_tips,2.0,0.1428571428571428,0.96701187,0.6345299159017694,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_10_tips,0.0,0.0,1.24160666,0.5085296253090436,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_200_tips,42.0,0.1065989847715736,12.554017745999994,1.6914625488290431,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_50_tips,12.0,0.1276595744680851,0.6930740610000004,0.1432629800253596,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_20_tips,10.0,0.2941176470588235,0.1696413149199999,0.0955652868806945,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_200_tips,84.0,0.2131979695431472,11.757060829599991,2.302942053789543,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_100_tips,40.0,0.2061855670103092,1.0958963200000005,0.1829340061814208,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_10_tips,2.0,0.1428571428571428,0.324008,0.2457780184318223,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_10_tips,0.0,0.0,2.1175646100000005,1.458128583669769,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_50_tips,12.0,0.1276595744680851,3.578666679999999,0.8515095857923572,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_20_tips,2.0,0.0588235294117647,1.84518164,0.612162494805262,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_100_tips,8.0,0.0412371134020618,10.870064387000005,1.7894715737873483,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_100_tips,28.0,0.1443298969072164,6.4372363333,1.147910830593024,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_20_tips,28.0,0.8235294117647058,0.0356315019,0.0105782419074406,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_10_tips,0.0,0.0,0.8552441900000001,0.4377298902978355,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_50_tips,10.0,0.1063829787234042,0.5550863879999999,0.1123335661239632,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_100_tips,20.0,0.1030927835051546,1.4640029503000005,0.217574754511495,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_100_tips,90.0,0.4639175257731959,0.2294736537699999,0.0339205407584322,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_100_tips,90.0,0.4639175257731959,0.2872473345100002,0.0479948814866226,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_50_tips,12.0,0.1276595744680851,2.6673642143000005,0.6648342804783234,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_50_tips,28.0,0.2978723404255319,0.3390127397,0.0913024766308811,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_20_tips,0.0,0.0,3.56288073,1.2108870052397225,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_200_tips,204.0,0.5177664974619289,0.5370765127399999,0.0636733287819063,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_50_tips,8.0,0.0851063829787234,4.074405280000001,0.7946501004811601,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_20_tips,2.0,0.0588235294117647,1.14923575,0.5206728843043394,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_10_tips,2.0,0.1428571428571428,2.64904725,1.6371306988745595,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_50_tips,18.0,0.1914893617021276,2.677601372,0.6193372583704617,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_20_tips,8.0,0.2352941176470588,0.602509849,0.3276016310141562,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_10_tips,0.0,0.0,1.02645595,0.7166312599843591,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_100_tips,12.0,0.0618556701030927,21.496911224,4.263228959507742,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_20_tips,2.0,0.0588235294117647,6.776820739999999,2.947537978429476,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_20_tips,0.0,0.0,4.8273246,1.529571787275016,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_100_tips,18.0,0.0927835051546391,3.4910748,0.5766933076733493,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_50_tips,12.0,0.1276595744680851,2.226191099999999,0.52576781540685,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_20_tips,2.0,0.0588235294117647,1.13473346,0.4205446678046369,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_20_tips,2.0,0.0588235294117647,5.38351335,2.5236090002737472,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_10_tips,0.0,0.0,3.2164768300000004,2.109345492516962,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_20_tips,8.0,0.2352941176470588,14.77247773,4.741626231685869,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_100_tips,22.0,0.1134020618556701,3.832487659,0.6604587740249271,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_200_tips,148.0,0.3756345177664975,0.91521026277,0.0980520585203583,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_10_tips,2.0,0.1428571428571428,0.97631557,0.5170780785515711,10,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_50_tips,28.0,0.2978723404255319,0.3179115442000001,0.0701636800127735,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_20_tips,0.0,0.0,4.514174369999999,1.7660530934808691,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_20_tips,6.0,0.1764705882352941,1.77347281,0.5090387532151863,20,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_50_tips,12.0,0.1276595744680851,1.5235861759999996,0.5027526932841577,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_100_tips,12.0,0.0618556701030927,6.295597310000002,1.05938993361309,100,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_50_tips,34.0,0.3617021276595745,0.1227282398999999,0.0277969683764903,50,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_200_tips,56.0,0.1421319796954314,5.3166612130000015,0.6958316603986366,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_200_tips,52.0,0.1319796954314721,6.602511787999999,1.0884549120286962,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_200_tips,60.0,0.1522842639593908,14.312962190799997,2.616125452099166,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_200_tips,122.0,0.3096446700507614,1.1205250676999996,0.1643870639349744,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_200_tips,72.0,0.182741116751269,4.232728549900001,0.6583533427590996,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_200_tips,50.0,0.1269035532994923,8.105714204399998,1.5509705216781382,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_200_tips,78.0,0.1979695431472081,12.50388779459,1.863327071022844,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_200_tips,48.0,0.1218274111675127,23.98328328499999,3.7518429843220735,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_200_tips,248.0,0.6294416243654822,0.36085868708,0.0401860244699242,200,,Phyloformer,491.46999502182007,0.0,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_10_tips,0.0,0.0,4.560953759099999,1.9384403909361323,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_10_tips,0.0,0.0,0.4214981229000001,0.2146323758008065,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_20_tips,4.0,0.1176470588235294,0.6173778987,0.1818386430012395,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_20_tips,0.0,0.0,1.9227006087,0.7882660918317879,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_20_tips,2.0,0.0588235294117647,0.3045676659999999,0.1280179248066097,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_50_tips,6.0,0.0638297872340425,1.5725332549999993,0.3608356500450062,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_10_tips,2.0,0.1428571428571428,0.7918162160000002,0.5123732593985854,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_10_tips,0.0,0.0,0.9799638894,0.4077533293763943,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_50_tips,10.0,0.1063829787234042,5.787933215100002,1.671247369678181,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_100_tips,2.0,0.0103092783505154,9.1497816523,1.4274751626264228,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_100_tips,18.0,0.0927835051546391,4.0315776039,0.7640874763354325,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_100_tips,16.0,0.0824742268041237,1.4315100117,0.226127990353501,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_10_tips,0.0,0.0,0.1585194841,0.0911231194262402,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_100_tips,22.0,0.1134020618556701,5.577674290200002,0.9706059770337588,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_20_tips,18.0,0.5294117647058824,0.0220557594,0.0084010580012088,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_50_tips,12.0,0.1276595744680851,0.5379634275,0.1047031437763636,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_10_tips,0.0,0.0,0.7582404405,0.3828256018848601,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_50_tips,2.0,0.0212765957446808,4.2753983192,1.1460215241176774,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_50_tips,10.0,0.1063829787234042,2.3891899806000003,0.5876971527453041,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_10_tips,0.0,0.0,0.6242960337999999,0.4521362376725079,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
14_100_tips,8.0,0.0412371134020618,8.465736513100001,1.6596411647542588,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
14_50_tips,52.0,0.5531914893617021,0.0675421876,0.0131761787322146,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
14_10_tips,2.0,0.1428571428571428,0.9948168836,0.7869412369753275,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_10_tips,0.0,0.0,2.8485372182,1.4395915831405368,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_10_tips,0.0,0.0,1.3131983877000002,0.6418228687445349,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_200_tips,78.0,0.1979695431472081,2.051262200800005,0.2932198441819955,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_10_tips,2.0,0.1428571428571428,1.9594839278,1.217319937649923,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_200_tips,34.0,0.0862944162436548,4.7912116318,0.613643762188057,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_50_tips,6.0,0.0638297872340425,2.358450547900001,0.5594939646351497,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_20_tips,8.0,0.2352941176470588,0.538419551,0.2673443381723215,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_10_tips,0.0,0.0,0.8409010598999997,0.5661329333025994,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_200_tips,32.0,0.0812182741116751,5.824926035299999,0.9156889658786234,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_20_tips,0.0,0.0,3.0358460552000004,0.989959170513388,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_50_tips,10.0,0.1063829787234042,3.6456331952000007,0.6979727647600482,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_10_tips,0.0,0.0,0.7887051611,0.3500804971183172,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_50_tips,4.0,0.0425531914893617,1.9130102406,0.4484161043893874,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_20_tips,2.0,0.0588235294117647,1.0040197914000002,0.3778316839142162,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_50_tips,28.0,0.2978723404255319,0.3146238160999996,0.0797505851170683,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_200_tips,26.0,0.065989847715736,13.015140924499995,1.6197962479707757,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_50_tips,12.0,0.1276595744680851,2.7140926926,1.1683619659561564,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_50_tips,6.0,0.0638297872340425,7.479493752500002,1.5384295128783008,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_200_tips,24.0,0.0609137055837563,9.675288451499998,1.070204286488641,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_20_tips,2.0,0.0588235294117647,1.5562388439000003,0.5172955302374673,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_200_tips,42.0,0.1065989847715736,9.563248880299987,1.673287543849296,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_50_tips,10.0,0.1063829787234042,1.1452328268999998,0.3210550658976085,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_50_tips,12.0,0.1276595744680851,10.477807151300002,2.2588453507136896,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
14_20_tips,0.0,0.0,0.7370269485,0.3232852326224434,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_20_tips,2.0,0.0588235294117647,2.621725242,0.7868660189233163,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_10_tips,0.0,0.0,0.6592210940999998,0.3316620365472312,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_200_tips,86.0,0.2182741116751269,1.7756731305199964,0.2189661318088697,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_200_tips,80.0,0.2030456852791878,2.6344531141000065,0.3808615774734758,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_200_tips,54.0,0.1370558375634517,8.55679107529998,1.0290077545382954,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_200_tips,32.0,0.0812182741116751,6.633531540399999,1.1637014118425124,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_20_tips,2.0,0.0588235294117647,4.3986780348000005,1.9630699845391777,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_100_tips,18.0,0.0927835051546391,3.4053924629000005,0.5877520296318711,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_100_tips,42.0,0.2164948453608247,1.0272036648999985,0.1719636048765581,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_10_tips,0.0,0.0,0.246673867,0.1912768275490968,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_100_tips,38.0,0.1958762886597938,2.510325387700003,0.5987086164113703,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_100_tips,100.0,0.5154639175257731,0.2235367677699999,0.0339135952076711,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_20_tips,2.0,0.0588235294117647,1.0362982709,0.4438438315153934,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_10_tips,0.0,0.0,1.7310728037,1.1328227501564456,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_100_tips,6.0,0.0309278350515463,15.863611524599994,2.999195884533335,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_100_tips,14.0,0.0721649484536082,5.456651698000001,0.8946591693508755,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
14_200_tips,188.0,0.4771573604060913,1.9192422422539948,0.4271748177723824,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_20_tips,4.0,0.1176470588235294,4.634134490400001,1.9015640546741968,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_20_tips,0.0,0.0,3.8068572197,1.2112454592412276,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_50_tips,12.0,0.1276595744680851,0.6598671423,0.1385592484570737,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_50_tips,4.0,0.0425531914893617,3.0265538269999994,0.7234777561200013,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_100_tips,8.0,0.0412371134020618,6.288335563700002,1.4914295618627864,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_20_tips,0.0,0.0,3.3854939152,1.2677546916428717,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_20_tips,2.0,0.0588235294117647,1.5605196710000002,0.5015335412255031,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_20_tips,4.0,0.1176470588235294,1.4714203358000002,0.4288104508709097,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_50_tips,36.0,0.3829787234042553,0.3060193754999995,0.070588826767579,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_10_tips,2.0,0.1428571428571428,1.8454671236,1.1812848835480994,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
19_20_tips,4.0,0.1176470588235294,9.3371644254,3.1166666412164763,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_50_tips,32.0,0.3404255319148936,0.1159381888,0.0271766507945457,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_50_tips,12.0,0.1276595744680851,1.2954922553999992,0.4054972630972367,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_200_tips,44.0,0.1116751269035533,11.652758283999988,1.977488644446614,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_10_tips,0.0,0.0,0.8827740184,0.4665224151128309,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_100_tips,100.0,0.5154639175257731,0.2593937916099987,0.0469305926244269,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_50_tips,10.0,0.1063829787234042,11.394323103799993,2.699657982034444,50,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
2_100_tips,72.0,0.3711340206185567,0.4780182420599993,0.0808971769532748,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
17_10_tips,2.0,0.1428571428571428,7.915731213899999,3.766205016479357,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
12_100_tips,142.0,0.7319587628865979,0.0856601966199999,0.0132736462212201,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
9_20_tips,0.0,0.0,4.084428555100001,1.7504740629363482,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_100_tips,12.0,0.0618556701030927,3.108178430100001,0.5035953119161596,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_100_tips,16.0,0.0824742268041237,7.944392790000002,1.26662566745274,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
10_10_tips,0.0,0.0,2.5603649289000003,1.4744801976316222,10,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_20_tips,6.0,0.1764705882352941,0.15600206392,0.0879162121124261,20,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_100_tips,12.0,0.0618556701030927,3.8950970798000015,0.7107885214940834,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
1_100_tips,20.0,0.1030927835051546,3.0856912060000004,0.4903455917731223,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
13_200_tips,22.0,0.0558375634517766,18.7648060689,2.807780983357336,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
4_100_tips,24.0,0.1237113402061855,1.350813773799999,0.2041869093126999,100,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
0_200_tips,30.0,0.0761421319796954,10.968309423499992,1.4235437257152947,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
18_200_tips,118.0,0.299492385786802,1.0008493729000008,0.1469083748341356,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
7_200_tips,140.0,0.3553299492385787,0.8727835137700016,0.0953832057819956,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
6_200_tips,84.0,0.2131979695431472,3.841154929600007,0.5799647804769451,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
8_200_tips,66.0,0.1675126903553299,10.34852256378998,1.463093105032644,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
5_200_tips,256.0,0.649746192893401,0.3420647750800005,0.0400722564670696,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_200_tips,216.0,0.5482233502538071,0.5080341438800023,0.0633102712593958,200,,IQ-TREE,6640.308285951614,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_10_tips,0.0,0.0,0.6347084399999999,0.459474514614402,10,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
11_10_tips,2.0,0.1428571428571428,0.47685885,0.2061657156655725,10,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
15_20_tips,6.0,0.1764705882352941,0.6108741999999999,0.1782898997034919,20,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_20_tips,2.0,0.0588235294117647,1.83848291,0.7454322458333507,20,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
16_20_tips,4.0,0.1176470588235294,0.3141325199999999,0.1326147792421327,20,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
3_50_tips,8.0,0.0851063829787234,1.5466158500999998,0.3547929388214907,50,,FastME,4.331404209136963,,Cherry,1.0,500,2026-09-18T13:01:36.053521
